# License: Open Database License 1.0
# This data genderLKMLHicss2015.tsv is made available under the 
# Open Database License: http://opendatacommons.org/licenses/odbl/1.0/. 
# Any rights in individual contents of the database are licensed under the 
# Database Contents License: http://opendatacommons.org/licenses/dbcl/1.0/ 
#
# filename: genderLKMLHicss2015.tsv
# explanation: 
# This data set is part of a larger group of data sets
# described in the paper below, and hosted on the FLOSSmole.org site. 
#
# fields:
# group: this is the software project
# medium: this is the type of communication artifact (irc or email)
# date: 
# markmail permalink:
# message: the line with the gender stereotype
#
# Please cite the paper and FLOSSmole as follows:
#
# Citations:
# Squire, M. & Gazda, R. (2015). FLOSS as a source for profanity 
# and insults: Collecting the data. In Proceedings of 48th 
# Hawai'i International Conference on System 
# Sciences (HICSS-48). IEEE. Hawaii, USA. 5290-5298.
#
# Howison, J., Conklin, M., & Crowston, K. (2006). FLOSSmole: A 
# collaborative repository for FLOSS research data and analyses. 
# International Journal of Information Technology and Web 
# Engineering, 1(3), 17–26.
# 
group	medium	Date	markmail permalink	Message
lkml	email	7/31/2011 1:12:37	http://markmail.org/message/bjw653rn7aooj3yl	We do not attempt some kind of half-baked Aunt Tillie mode where we guess certain settings from the build host.
lkml	email	12/26/2012 4:38:17	http://markmail.org/message/7765bvfoig6xkrjm	The architecture is *not* "i486", "i686 with PAT", "i686 with cmov", "x86_64 with 3DNow", "x86_64 with AHCI and ext4", or anything else Aunt Tillie-ish which actually stands a chance of booting on your current hardware.
lkml	email	7/24/1996 15:46:25	http://markmail.org/message/3mmtteofddmrn6ln	VFS:  Shit!  Some dumbass took the disk out! (2/0) And of course, in addition to the config option, we would need a boot time option and a proc config file (for when grandma comes over):
lkml	email	11/29/1997 18:17:00	http://markmail.org/message/csyptmdwop5dtgqv	Now, when Grandma is tinkering with her new toy that lets her get into a steamy conversation in some chat room, I'm sure she couldn't care less if her system uses IDE or SCSI devices :)
lkml	email	11/29/1999 6:43:22	http://markmail.org/message/eopsx6lyt22beqt7	But it would sure be nice with a autodetecting Linux. My grandma should use it!
lkml	email	4/25/2000 1:19:41	http://markmail.org/message/pt3bc6lvfqwxjk62	it's like asking grandma what her points are set to on the chevy. heck, i'd wager at least half the people reading this don't know what i'm talking about but it's the most simple thing for an auto mechanic.
lkml	email	9/4/2001 2:09:12	http://markmail.org/message/x6afdbfj2lqjrpki	addl $32,%esp <-- My grandma optimizes better
lkml	email	12/22/2001 11:39:39	http://markmail.org/message/nztya5josrb325ve	For virtually everybody, including my grandma, KB == kilobytes, MB == megabytes, and GB == Gigabytes.
lkml	email	1/3/2002 4:40:07	http://markmail.org/message/hstffdmgyzna5ypw	I'm really not too worried about Grandma cross compiling kernels
lkml	email	1/3/2002 13:44:35	http://markmail.org/message/ma5kdqlxjyemaj4c	ROTFL at the mental image of my Grandma configuring a cross-compiling environment.
lkml	email	1/14/2002 10:59:51	http://markmail.org/message/2t5yzmlxotsshef3	Thirdly building a lot of stuff modular is the right choice anyway - in the world of hot plugging and USB Grandma is not going to want to recompile her kernel because she bought a new trackball to boost her quake score.
lkml	email	12/9/2002 13:33:52	http://markmail.org/message/e67pavqm7ijt2k5w	This is the only thing keeping me from migrating to 2.5 full-time on the computer I use most often -- if I can't turn off the "tap-to-click" crap I'll end up e-mailing porn to my Grandma or something else uncouth. :-0
lkml	email	1/6/2003 16:50:49	http://markmail.org/message/c4glrygl3ok4kiey	You are just being silly. Any half-decent person (including my grandma, seriously!) can set up distributions such as Mandrake and now maybe even Red Hat.
lkml	email	4/16/2004 20:07:02	http://markmail.org/message/xi6ujacama3i37hi	I'm coming up with a grandma-proof laptop so I made a 800x580 PPM boot logo and added it into my 2.6 kernel source. ...This renders the concept of the friendly logo to prevent grandma from bugging out from all the kernel messages pretty useless.
lkml	email	4/17/2004 3:44:33	http://markmail.org/message/6db2p3mxvfe4c2yt	This means that, should something go wrong, grandma can "bug out" and phone you, and read the error message to you.
lkml	email	5/12/2004 12:11:37	http://markmail.org/message/x3hsi3jalivrbgru	Dragging this back on topic by the scruff of the neck, trying to get uclibc to work with a 2.6 kernel without having a 2.4 kernel on the box to loot headers from involves tracking down a third package just for the cleaned up headers. Just knowing that you NEED to do that is black magic. Grandma ain't dealing with this any time soon. (Although mine have both taken to the internet remarkably well. Both from windows machines, one via AOL...)
lkml	email	9/29/2005 14:26:20	http://markmail.org/message/ddpnn2urg5uisokv	Gaah. Using a new pine version, and it is back to corrupting whitespace. Damn all mailer writers. Do they think email is just for grandma?
lkml	email	9/29/2005 14:32:53	http://markmail.org/message/nf32tp5kw5pi3xfn	Of course - grandma uses pine, hackers use mutt ;)
lkml	email	8/7/2006 11:33:41	http://markmail.org/message/nnmjards65vuiefd	The desktop is where it's really crucial to have good documentation and ease of use. The enterprise can afford to pay people who already knew it well, helped to develop it... Grandma probably got Linux because she couldn't afford a new OS, or computer.
lkml	email	12/14/2006 8:33:24	http://markmail.org/message/6clxfqkmch6attx7	Doesn't that sound even more like the music industry ? Pick on Grandma, and people who've no clue about the issue. It's not the way to solve such problems. The world does not need "The war on binary modules". Educate people instead, and talk to vendors.
lkml	email	2/23/2007 10:01:17	http://markmail.org/message/vtvkclre7rcrufy7	I said that about kernel design - when we have thousand(s) of threads, which do the work - if number of context switches is small (i.e. when operations mostly do not block), then it is ok (although 'ps' output with threads can scary a grandma).
lkml	email	5/1/2007 6:41:22	http://markmail.org/message/pxi4lruubzm2v3f7	The thing about failures is, we're lucky enough to ever see even a single end-user error log. So when we do get the *one* error log from grandma, it had better contain sufficient info for us to at least guess at the solution, because grandma has gone back to OS/X in the meanwhile. ;)
lkml	email	2/23/2008 15:04:43	http://markmail.org/message/bibnt3iztfbkif5c	Is this a safety feature? How often is Grandma going to mount a filesystem containing 2TB+ sized files?
lkml	email	7/15/2008 17:04:02	http://markmail.org/message/5ymnhaibxjxhi7fd	in case it wasn't clear, i'm not talking about just about any person like my grandma, but people whose work involves following kernel development, who can use all the extra information to make judgement calls about what to prioritize.
lkml	email	1/25/2011 16:59:30	http://markmail.org/message/5hxejiygdrhixeah	Yaay, twatch looks almost like a child's play and even my grandma can profile her system now :).
lkml	email	8/19/2012 14:04:26	http://markmail.org/message/qcmzt5hbpyuk3a67	That is *always* going to be easier than figuring out ahead of time which files you want, and then manually copying them onto a thumb drive, and then taking the thumb drive to the car.... Somehow I can't quite imagine your grandma manually copying files over using LanyFS. :-)
lkml	email	3/12/2014 8:10:37	http://markmail.org/message/x3v65aqv4akejodh	And the distribution just magically installs itself onto a computer? No, a user does, and in doing so, they set up udev. A person installing a distribution is a sysadmin. Even if it's grandma installing it herself. She owns the box, no one else is doing anything for her (unless it's your grandma).
lkml	email	3/24/2014 16:11:06	http://markmail.org/message/l2or4qjnmxsdp4ee	I guess we can make use of all the practical advice/links that we can get... (such as hints at good candidates of existing KMSified drivers which don't come with the full bells and whistles package, hints at suitably sized KMS support commits, grandma tutorials, ...).
lkml	email	2/5/1998 5:29:15	http://markmail.org/message/urnwrg4h33ltjcen	I just sent my mom (two thousand miles away) a Mac for her birthday.  She's never used a computer before (except for "terminals" at work, now Windoze boxen running 3270 emulators, and the occasional game of Mahjonng for DOS -- that was installed by a co-worker).  The crucial question was:  what can I send here that requires almost no skills and no administration?
lkml	email	7/21/1998 5:31:47	http://markmail.org/message/xzpromkbrhi55o3i	BTW: my mom always said "Don't use floating-point code in kernel." ;-}
lkml	email	11/24/2001 20:10:22	http://markmail.org/message/qweiq5bfmv32ext7	Stick with the tested, QA'd, vendor-supplied kernel unless you're a developer or a skilled, adventurous sys admin who reads lkml! kernel tarballs are NOT for mom -
lkml	email	12/4/2001 12:06:52	http://markmail.org/message/mooaoynskgbcwhow	This is partly why the whole "now your mom can easily configure her kernel" is a bs argument to me. Forget my mom..._I_ want things a certain way. My mom, if I ever forc^H^H^H^H get her to use Linux, will surely use the distro's kernel.
lkml	email	12/4/2001 13:22:44	http://markmail.org/message/sgyyyj7skwvpzfk4	And I agree, your Mom, my Mom and their friends, when linux comes to their computer will use the the kernel that distro X gave them and will probably never, ever even worry about it. Unless people like you and me go to their house and upgrade it for them. :-)
lkml	email	3/10/2002 0:36:31	http://markmail.org/message/u72bv7my5cyfzvwf	I think that if version control becomes as simple as turning on a plugin for a directory or file, and then adding a little to the end of a filename to see and list the old versions, Mom can use it.
lkml	email	1/7/2003 18:29:25	http://markmail.org/message/k4lxsbgxkhoer2ra	If someone's mom (having heard the gossip) asks their computer-literate child, `What is this XXX thing, anyway?', the answer is likely to be very different when XXX is "GNU" as opposed to when XXX is "Linux".
lkml	email	1/9/2003 6:34:47	http://markmail.org/message/7i7ud3z4quijtuek	I am new to this thread, but I do use the "my mom" example because my mother *is* the computer pioneer I know in that generation, but one who still finds them difficult. She has been using computers since she got a new Macintosh Plus and a 30 MB hard disk, and she has been using e-mail since before it was clear to everybody that @-signs would be a universal part of e-mail addresses. However, she is also still not a computer wiz and I think never will be--there seems to be a generational thing here, like learning a foreign language in adulthood, that keeps computers hard. When my mother was a little girl electricity was still new, and was useful for lighting.
lkml	email	1/8/2003 23:20:21	http://markmail.org/message/zflk2pouk4easocm	"Mother" == "computer-illiterate" How come no one ever talks about a Linux distribution so easy that your grandfather could install it?  Or a kernel configuration tool so simple that even Uncle Timmy can use it? Can we quit with the "clueless mother" examples already?  My own mother has installed more distributions of Linux than I've even logged into.  I know quite a few mothers who have PhDs in CS, own several CS-related patents, and/or made  important fundamental discoveries in CS.  Hint: Find out who invented the spanning tree algorithm for ethernet bridges, $10 ThinkGeek gift certificate to the first person who emails me the correct answer.
lkml	email	6/9/2006 14:51:25	http://markmail.org/message/p2uhzoodibzkevpe	If the distro vendor did default to ext3+extents and it screwed your hypothetical extents-naive user (booting a non-vendor kernel isn't something your mom is going to do) then they strayed too far from their Linux comfort-zone.
lkml	email	3/31/2009 9:14:43	http://markmail.org/message/uya5azdymrrvdi7a	If you want judgement calls, call your mom. Not your filesystem.
lkml	email	3/14/2011 12:07:32	http://markmail.org/message/uctl4r4ezn5gtcws	Your mom runs Linux? Which distro?
lkml	email	4/4/2012 23:42:22	http://markmail.org/message/2zunmf45aucwfyl5	If I need a reason to like global better, posix like: the user shall not fool around with my "mom" vs a wishy washy comedy variant of same ;-)
lkml	email	3/11/2013 20:40:03	http://markmail.org/message/4eau577oaq26imt7	This should allow us developers to focus on convincing PHBs to always work upstream without having them to persuade their own 'private' releases to customers / your mom that typically do carry these patches but they never get merged back upstream.
lkml	email	9/20/2001 15:08:53	http://markmail.org/message/5l7iewb7cstcfhg7	I don't get paid to do this, and there are only so many hours until my girlfriend gets mad :)
lkml	email	8/6/2002 9:34:55	http://markmail.org/message/i2vk7wqpqtjljtqb	Think of the kernel as a grumpy girlfriend that you just stood up, and bring flowers next time. Linus
lkml	email	10/4/2002 1:07:22	http://markmail.org/message/a7oe54mrdrhai2ki	No, and they don't have girlfriends either, but they do add people to their killfile :-)
lkml	email	6/4/2006 11:44:30	http://markmail.org/message/to3a2qxltlnnltau	Questions? Comments? Flames? Pictures of your girlfriends?
lkml	email	9/19/2007 5:16:07	http://markmail.org/message/fbb5jwbsc3lvmsuk	You might carry it home, might you not? What if your lover/girlfriend/wife is one of them? [3]
lkml	email	11/30/2007 10:34:48	http://markmail.org/message/cc2ctdcvjn52dm2e	I should do a couple of runs, but my girlfriend claims realtime priority for the evening.
lkml	email	7/15/1997 11:13:59	http://markmail.org/message/gwqs6wn22t4fit5d	They, like anyone else, want to spend money occasionally on entertainment, a nice anniversary present for the wife (or husband, if we have any female developers), and other such things.
lkml	email	7/28/1998 9:16:12	http://markmail.org/message/xqh3fan44amfewf4	Now the X-term I have for my wife isn't working! You can imagine the hell I'm catching right now... ;-D
lkml	email	12/1/1998 12:23:35	http://markmail.org/message/d66vinfyabfwi2ay	The problem is that some of the more esoteric languages out there would have a grammar so twisted [1] that you couldn't get around things like printk("Holy %s, your %s has gone %s!",cow,wife,crazy) that easily.
lkml	email	5/9/1999 13:22:36	http://markmail.org/message/4ltk4egxkyeh7nlf	As with Vasilios, I can test any solutions on my crash-and-burn system. Only limit is how much time my wife will let me spend in front of the PC :-(.
lkml	email	4/5/2000 13:57:48	http://markmail.org/message/twperzas4ekka3j4	I hope this helps someone diagnose the problem. On the humorous side, my wife isn't happy at the number of coasters I've made while working through this process.  Such is life.
lkml	email	4/29/2000 1:40:24	http://markmail.org/message/n6q5s7vgdvramg4r	I may get a chance to do some testing myself, but my wife has thoughts of decorating :-(
lkml	email	4/24/2001 6:01:51	http://markmail.org/message/fxc5yco2u2q37pe4	So they buy Macs. <- This is not a joke or a criticism. My wife is a happy and contented ignorant mac user.
lkml	email	5/12/2001 6:39:56	http://markmail.org/message/eez2kf5ubdj26dye	Okay, but another way of looking at it is as an instance of the classic joke: Husband:  What have I done wrong this time? Wife:     If you don't know, I'm not going to tell you!
lkml	email	9/15/2001 20:51:08	http://markmail.org/message/k6i3eypntainsdmz	OK, I'll see if I can whip together a test case tomorrow. (No promises -- my wife is starting to wonder if I'll ever emerge from my office.)
lkml	email	10/7/2002 11:55:38	http://markmail.org/message/4savanb3hhr73bwh	Personally I'm willing to pay a reasonable license fee for it but it's gotta be something that I can afford without getting my head torn off by my wife.
lkml	email	4/15/2003 16:13:28	http://markmail.org/message/jv7bs2a4rtxlkc6g	If you're wondering why I'm expending so much energy on shrinking the kernel memory usage by a mere 68431 bytes, it's because I'm a geek, and I'm having a blast.  Isn't the open source movement great?  :)  Now, it's time to go home to see my wife.  Yes, I have one of those.  :)
lkml	email	8/30/2003 8:02:43	http://markmail.org/message/5hgylcqr2ncvnzpk	I'm rebuilding as we speak. I shouldn't be patching & building kernels while talking to my wife.
lkml	email	9/23/2003 15:54:00	http://markmail.org/message/a7seuhlnfs4ma2av	You're acting like a husband that has a wife that refuses to use make-up, and thinks that everybody else should have ugly wives too, and calls them whores for being prettier. Actually, in the CVS analogy, I don't think it's that your wife refuses to use make-up, but that make-up doesn't actually help.
lkml	email	7/30/2004 5:55:48	http://markmail.org/message/c3davhmh2mrfb3pp	I can do that after couple of days.. I have to get married tomorrow and spend some time with my wife. =)
lkml	email	11/5/2004 12:00:56	http://markmail.org/message/turu6cysueljnlvk	My wife is almost killing me, its Friday night and I've been telling her "just another minute" for hours. Have to run.
lkml	email	10/5/2005 15:20:56	http://markmail.org/message/xy4r6joabc3gluqw	Doing this and writing descriptions for each patch has also taken a long time, especially because Suspend is by no means the only thing I do with my life (although my wife sometimes feels otherwise!).
lkml	email	11/24/2005 7:21:28	http://markmail.org/message/d3mkfh52bi54zydv	OK, it'll have to wait till tomorrow. As you probably know, it is Thanksgiving here in the US. And my wife would kill me if I work today ;-)
lkml	email	12/8/2005 17:09:14	http://markmail.org/message/7xpqz7px7vdhhcun	I'm in the UK. But my lawyer is busy getting rid of a wife for me so I am not going to volunteer. :-)
lkml	email	1/7/2006 4:04:06	http://markmail.org/message/lge2smif3hsbclnw	Yeah, that patch was just a quick fix. I'll look more into that on Monday. (My wife has too many chores for me this weekend ;)
lkml	email	2/20/2006 2:40:34	http://markmail.org/message/wubfm4tm2ekkxc33	I work on it up to 20% of work hours (thanks, Cyclades), and the remainder of the work is done in my own time. This often means that things move more slowly than I'd like, but my wife will happily testify that I still spend too much time on it :)
lkml	email	5/3/2006 2:31:15	http://markmail.org/message/pytlbch7adkwbqte	Unemployed guys can't buy new toys without wives getting all grumpy ;-)
lkml	email	1/1/2007 12:49:35	http://markmail.org/message/lqtty2v3fdckv4cf	Outside of the two bugfix pushes, I've been actively avoiding computers during the holidays. It's a shocking concept I'm trying with the new wife :)
lkml	email	10/27/2007 9:05:21	http://markmail.org/message/fm3ciszdecjctwtr	I'll most likely do this on Monday since process Wife has the highest priority over the weekend ;-)
lkml	email	10/3/2008 22:45:05	http://markmail.org/message/wjebfx5bdwyvyhc7	I'll comment more when I'm more awake. But that may not be until Monday. Putting in 16 hour days during the week, my wife puts her foot down and keeps me away from the computer during the weekend.
lkml	email	12/2/2008 8:29:17	http://markmail.org/message/bhbmecm4qmx5dkfi	My wife will kill me if I says: Hey baby, wait 260min to me compile a lot of kernel here.
lkml	email	1/10/2009 15:03:40	http://markmail.org/message/ihf2gy3hxmgyeqlt	I'll give this a try on Monday (no work over the weekend, wife's orders).
lkml	email	2/5/2009 14:38:41	http://markmail.org/message/45qk7wrv3sr5ah7o	Now only if I can get Arnaldo to do the TODO list my wife gives me ;-)
lkml	email	6/20/2009 18:05:07	http://markmail.org/message/b6t2t4jpqxbxayq5	I wasn't being purposely coy. It was late friday and I was getting pressure from the wife to get off the computer ;)
lkml	email	4/21/2011 8:33:52	http://markmail.org/message/ymwt5kb3xfyth2cd	I'll start it today, but as I have off tomorrow, and my wife has already filled all my time up with Honeydew tasks (and this extends into the weekend), I'll have to continue it next week.
lkml	email	11/27/2012 15:19:15	http://markmail.org/message/cqw5kt6zbvmg4ikv	Ok, guys. Cage fight! The rules are simple: two men enter, one man leaves. And the one who comes out gets to explain to me which patch(es) I should apply, and which I should revert, if any...
lkml	email	7/16/2013 6:13:53	http://markmail.org/message/htbeakz4wlh7rpwx	I'm sitting in the middle of nowhere on a lake using tethering for internet and hiding from my wife so she doesn't catch me doing "work". Crap, I think she's coming...
lkml	email	9/13/2014 7:48:43	http://markmail.org/message/aaz66ijkrbklobky	What? Me working? Um, no! This is just, um, my physical therapy. Yeah, that's it. Part of my therapy is to stare at a monitor and randomly raise and lower my fingers on top of a keyboard. Alright, alright, you caught me  :-p  Please don't tell my wife!!!!
lkml	email	11/1/2014 5:23:02	http://markmail.org/message/gx5qnogveotcmrdh	I'd write a patch to fix this, but my wife has me doing other chores.
